"No","Nama Perusahaan","Merek Dagang","Kota","Alamat","Telepon/WA","Email","Website","Jenis","Link HIMPUH","Status Follow-up","Catatan"
"532","PT. Matra Tur Antarnusa","MATRA TUR ANTARNUSA","Jakarta","Plaza Basmar, 3rd Floor Jalan Mampang Prapatan Raya No. 106, Pancoran, Jakarta Selatan, DKI Jakarta, 12760","+622122379796","eks.anggota.himpuh@gmail.com","www.matratour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/337","Belum dihubungi",""
"533","PT. Semesta Bertowaf 99","TAWAF 99","Bogor","Pertokoan Multazam Nomor 11 Jalan Raya Pondok Rajeg, Cibinong, Bogor, Jawa Barat, -","+622183729288","99toursandtravel@gmail.com","www.99toursandtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/338","Belum dihubungi",""
"534","PT. BPW Rezki International Indonesia","Simply Travel","Tangerang","Jl. Lingkar Palem Semi Ruko CBD Palem Semi No. 11, Balaraja, Tangerang, Banten, 15139","+622155726555","eks.anggota.himpuh@gmail.com","www.simply-travel.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/339","Belum dihubungi",""
"535","PT. Nurani Insan Azkia","Azkia Tours","Tangerang","Plaza Kertamukti Blok. G, Jl. Kertamukti No. 1, Ciputat Timur, Tangerang Selatan, Banten, 15419","+622174705028","azkiatours@gmail.com, marketing@azkiatours.com","www.azkiatours.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/342","Belum dihubungi",""
"536","PT. Amanah Bersama Tour & Travel","AB TOUR","Bekasi","Jl. Raya Pabuaran No. 19-a Rt.03 Rw.03, Jati Sampurna, Bekasi, Jawa Barat, 17432","+622122323590","abtour.stb@gmail.com","www.travelumrohab.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/343","Belum dihubungi",""
"537","PT. Arhas Bugis Tours & Travel","ARHAS TRAVEL","Jakarta","JL. .LINGKAR LUAR-KAMAL RAYA, MALL TAMAN PALEM, RUKO NO. 26, Cengkareng, Jakarta Barat, DKI Jakarta, 11730","+622129405264","arhastours@gmail.com","www.arhastravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/345","Belum dihubungi",""
"538","PT. Lintas Jaya Optima","LINTAS JAYA OPTIMA","Depok","Jl. Perumnas Gg. Kapuas No. B-18 Condongsari, Condongcatur, Depok, Sleman, DI Yogyakarta, 0","+62274486591","lintasjayaoptima.umra@gmail.com, hanafy.lintasjayaoptima@gmail.com","www.lintasjayaoptima.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/347","Belum dihubungi",""
"539","PT. Zamzam Putra Mandiri Wisata","ZAMZAM WISATA","Jakarta","Rukan Cordoba Jl. Marina Raya Pantai Indah Kapuk Blok H No. 62 Rt/001 Rw/006, Kelapa Gading, Jakarta Utara, DKI Jakarta, 0","+622156983666","care@zamzamwisata.com, info@zamzamwisata.id","zamzamwisata.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/350","Belum dihubungi",""
"540","PT. Lintas Agung Wisata","LINTAS AGUNG WISATA","Jakarta","Jl. Raden Saleh No. 16, Cikini, Senen, Senen, Jakarta Pusat, DKI Jakarta","+62213104112","lintas.group@yahoo.com, officelintasjakarta@gmail.com","www.lintasdarfiq.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/351","Belum dihubungi",""
"541","PT. Iman Arafah Travel","IMAN ARAFAH TRAVEL (IAT)","Jakarta","Business Park Kebon Jeruk Blok.B No.10 Jl. Meruya Ilir Kav.88, Kembangan, Jakarta Barat, DKI Jakarta, 11620","+622130067807","iman.arafahtravel@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/352","Belum dihubungi",""
"542","PT. As Syifa Prima Jannah","ASY SYIFA","Jakarta","Jl. RM. Hartsono No. 73, Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12550","+62217820910","asysyifatour@gmail.com","www.asysyifajannah.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/357","Belum dihubungi",""
"543","PT. Attin Tur","Attin Tur","Bekasi","Jl. Pondok Gede Raya No.50, Pondok Melati, Bekasi, Jawa Barat, 17141","+622184903680","attinturtravel@gmail.com, chandra.attintur@gmail.com","www.attintur.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/358","Belum dihubungi",""
"544","PT. Bobinsa Surabaya Jaya","Bobinsa Tour","Jakarta","Jl. Basuki Rahmat No. 12, Cipinang Muara, Tebet, Jakarta Selatan, DKI Jakarta, 12840","+62218354546","bobinsa_tour@yahoo.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/359","Belum dihubungi",""
"545","PT. Elrey Puri Malak","Malak Tour","Jakarta","Jl. MT. Haryono Kav. 22 Signature Park K-01, Tebet, Jakarta Selatan, DKI Jakarta","+622129386842","elreypurimalak@gmail.com, dhikayusmana@gmail.com","www.malaktour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/360","Belum dihubungi",""
"546","PT. Henira Citra Utama","Henira","Jakarta","Jl. TMP Kalibata Raya No. 01. Kalibata City Square Mall Blok SS/05/01, Pancoran, Jakarta Selatan, DKI Jakarta, 12750","+622129316986","eks.anggota.himpuh@gmail.com","www.heniratours.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/361","Belum dihubungi",""
"547","PT. Inti Ummul Quro","UMMUL QURO","Depok","Jl. KH. M. Usman No. 96, Beji, Depok, Jawa Barat, 16425","+622178890753","pt.intiummulquro@yahoo.co.id, pt.intiummulquro@gmail.com","www.intiummulquro.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/363","Belum dihubungi",""
"548","PT. Khidmat Lambaian Kabah","Labaika Tour and Travel","Jakarta","Jl. Raden Inten 2 No. 4, Duren Sawit, Jakarta Timur, DKI Jakarta, 13440","+622122982698","labaika_umhaj@yahoo.com, labaika.umhaj@gmail.com","www.labaika.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/364","Belum dihubungi",""
"549","PT. Mitra Tour & Travel","Mitra Tour & travel","Jakarta","Gd, Patra Jasa Lt, Dasar & Lt,1, Jl. Jend. Gatot Subroto Kav.32-34 Rt.006/003, Setia Budi, Jakarta Selatan, DKI Jakarta, 12950","+622152900878","mitra@mitratour.com","www.mitratour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/365","Belum dihubungi",""
"550","PT. Namira.","Namira","Jakarta","Jl. Bukit Duri Tanjakan No.160B, Bukit Duri, Tebet, Tebet, Jakarta Selatan, DKI Jakarta, -","+62817141529","eks.anggota.himpuh@gmail.com","-","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/367","Belum dihubungi",""
"551","PT. Pakuan Jaya Safari","JAS Tour & Travel","Tangerang","Jl. Gerbang Sinai Raya Blok.03/19, Kelapa Dua, Tangerang, Banten, 15810","+622154213737","eks.anggota.himpuh@gmail.com","www.pakuanjaya safari.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/368","Belum dihubungi",""
"552","PT. Syafa Asik Wisata","Syafa Wisata","Jakarta","Jl. Inspeksi Kalimalang No.42, Duren Sawit, Jakarta Timur, DKI Jakarta, 13450","+622186908264","syafatours@gmail.com, ahmadmunasik@gmail.com","www.syafaumroh.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/369","Belum dihubungi",""
"553","PT. Samira Ali Wisata","Samira Travel","Jakarta","Komplek Ruko Buaran Persada, Jl. Jend.Pol Soekanto No.30 Rt.08/06, Duren Sawit, Jakarta Timur, DKI Jakarta, 13440","+622122321854","adminsamira@samiraaliwisata.com, marketing@samiraaliwisata.com, samira.aliwisata76@gmail.com","www.dinigroupindonesia.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/370","Belum dihubungi",""
"554","PT. Wahana Mitra Wisata","WAHANA MITRA WISATA","Jakarta","Jl. Asem Baris Raya No. 126B Tebet, Tebet, Jakarta Selatan, DKI Jakarta, 12830","+6222902219","eks.anggota.himpuh@gmail.com","https://pt-wahana-mitra-wisata.business.site","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/373","Belum dihubungi",""
"555","PT. Panorama Nur Mecca","Panorama Nur Mecca","Jakarta","Ruko Mega Grosir Cempaka Mas Blok P No.23, Jl. Letjen Suprapto, Sumur Baru, Kemayoran, Jakarta Pusat, DKI Jakarta, 10640","+622124504863","nurmeccapanorama@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/375","Belum dihubungi",""
"556","PT. Sahara Dzumirra Internasional","Sahara Tour & Travel","Bogor","Ruko Graha Kartika Pratama Blok E No. 6 Jl. Raya Tegar Beriman, Bojonggede, Bogor, Jawa Barat","+622183711282","sditourtravel@gmail.com","www.saharatourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/376","Belum dihubungi",""
"557","PT. Adita Al Tahir","Khadijatul Kubra Tour and Travel","Jakarta","Rukan Avenue Jl. Jkt Garden City Boulevard No.08-92, Cakung, Jakarta Timur, DKI Jakarta, 13910","+628113322518","aditaaltahir@gmail.com, khadijatulkubra.k2@gmail.com","K2tourtravel.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/378","Belum dihubungi",""
"558","PT. Al Fath Tour & Travel","Al-Fath Tour","Jakarta","Graha Mulus Mandiri, Jl. Dewi Sartika No. 133 Rt.005 Rw.002, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630","+6287772948600","alfathtour01@gmail.com","www.alfathtour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/379","Belum dihubungi",""
"559","PT. Rihlah Alatas Wisata","RAW Travel","Tangerang","Ruko Pinus Niaga Centre No.07, Taman Royal I Cipondoh, Cipondoh, Tangerang, Banten, 15141","+622159730850","rihlah_wisata@yahoo.com","www.rihlahwisatacm.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/380","Belum dihubungi",""
"560","PT. Hamsa Mandiri International Tour","TANUR MUTHMAINNAH TOURS","Jakarta","Golf Lake Residence, Rukan Venice B No.20, Jl.Kapuk Kamal Raya  , Cengkareng, Jakarta Barat, DKI Jakarta, 11520","+622122301909","admin@hamsatour.com","www.hamsatour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/381","Belum dihubungi",""
"561","PT. Permata Express","Permata Qadri'alia","Bekasi","Jl. Bintara Jaya Raya No.1A, Bekasi Barat, Bekasi, Jawa Barat, -","+62087776648996","travel@permatagroup.co.id, umrah@permatagroup.co.id","www.permatagroup.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/382","Belum dihubungi",""
"562","PT. Makarim El Akhlak Tourindo","Makarim Tour","Jakarta","Jalan Raya Kalibata No. 26 RT.012 RW.005, Jatinegara, Jakarta Timur, DKI Jakarta, 13630","+6202122047206","makarim.tour@gmail.com","www.makarimtour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/383","Belum dihubungi",""
"563","PT. Lantabur Utama Wisata","Lantabur Wisata","Jakarta","Jl. Utan Kayu Raya No. 81 Rt.01/08, Matraman, Jakarta Timur, DKI Jakarta, 13120","+622122326259","wisatalantabur@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/384","Belum dihubungi",""
"564","PT. Sewarna Prima Travel","Sewarna Tour & Travel","Bekasi","Kawasan Niaga Citragran, Blok R 12 Nomor 6, Jalan Alternatif Cibubur KM 4, Jatisampurna, Kota Bekasi, Jati Sampurna, Bekasi, Jawa Barat, 17435","+6284344202","sewarnatours@gmail.com","www.sewarnatravel.co.id","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/386","Belum dihubungi",""
"565","PT. Hadji Amin Sejahtera","El Amien Tours","Jakarta","Jl.lapangan banteng barat No 3-4 gedung emis kementrian agama RI pusat pasar baru sawah besar jakarta pusat, Sawah Besar, Jakarta Pusat, DKI Jakarta, 10710","+620213105606","hadjiaminpt@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/387","Belum dihubungi",""
"566","PT. Selma Indah Fortuna","SIF Tours","Jakarta","Jl. Pahlawan No. 68 Sukabumi Selatan, Kebon Jeruk, Jakarta Barat, DKI Jakarta, 11560","+622153675430","alrazafa_selma@yahoo.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/388","Belum dihubungi",""
"567","PT. Satriani Mandiri Putra","Satriani Wisata","Jakarta","Jl. KH. Abdullah Syafei A/30 RT01/RW03 Kebon Baru, Tebet, Jakarta Selatan, Tebet, Jakarta Selatan, DKI Jakarta, 12840","+622122901175","satrianiwisata@yahoo.com","www.satrianiwisata.com/","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/389","Belum dihubungi",""
"568","PT. Fajar Indah Gemilang","Tour and Travel Umrah Haji","Jakarta","Gedung Mobilikom lantai 4 Jl. Raden Saleh No. 53 , Menteng, Jakarta Pusat, DKI Jakarta, 10330","+6281519997777","fajarindahtourtravel@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/390","Belum dihubungi",""
"569","PT. Berkah Arsakha Sentosa","ARSAKHA","Depok","Jl.KH Ridi RT/RW 05/02 No.3A, Cipayung, Depok, Jawa Barat","+622177813389","berkaharsakhasentosa@gmail.com","https://www.arsakhatravel.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/392","Belum dihubungi",""
"570","PT. Arfa Mutiara Mulia","Arfa Mutiara Mulia","Tangerang","Komplek Pertokoan Kebayoran Arcade1 Blok.C3, No.59, Tangerang, Tangerang, Banten, -","+622174870786","info.arfatours@gmail.com","www.arfahajiumroh.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/399","Belum dihubungi",""
"571","PT. Gavriel Mikel Suhaebi","EBI Tour","Tangerang","Komp. Ruko Bussiness Park Tangerang City Blok F3, Tangerang, Tangerang, Banten, 15118","+622122292348","admin@ebitour.com","www.ebitour.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/401","Belum dihubungi",""
"572","PT. Kiswah Permata Wisata","Kiswah Permata Wisata","Tangerang","Ruko Apartment Easton Park No.3, Jl. Lengkong, Serpong, Tangerang Selatan, Banten, Serpong, Tangerang Selatan, Banten, -","+62217371190","kiswahpermatawisata@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/403","Belum dihubungi",""
"573","PT. Gulzar Travelindo Wisata","Gulzar Tour & Travel","Jakarta","JL. CONDET RAYA NO. 27 Kav. RB-5 GEDONG, Ps REBO, JAKARTA TIMUR, Pasar Rebo, Jakarta Timur, DKI Jakarta, 13760","+6229840630","gulzar.wisata@gmail.com","www.gulzar.co.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/413","Belum dihubungi",""
"574","PT. Zam Zam Indah Abadi Tour & Travel","Zam-zam Indah Abadi","Tangerang","Jl. Otista Raya Kav. 5 No.6 (Sebelum RS. Sari Asih Ciputat), Ciputat, Tangerang Selatan, Banten, 15411","+62217499256","zamzam_indahabadi@yahoo.com, zamzamindahabaditour@gmail.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/414","Belum dihubungi",""
"575","PT. Fayyash Abdi Ummat","Fayyash Abdi Ummat","Jakarta","Jl. Pinang Raya No.21, RT.3/RW.9, Rawamangun, Kec. Pulo Gadung, Kota , Pulo Gadung, Jakarta Timur, DKI Jakarta, 13220","+6282125633976","fayyash.tour@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/415","Belum dihubungi",""
"576","PT. Hikmah Rizquna Persada","Hikmah Rizquna Persada","Depok","Graha Al Bantany Lt.2, Jl. Kedondong No.26, Beji, Depok, Jawa Barat, 16421","+622177806020","infohrpwisata@gmail.com","-","Biro Perjalanan Wisata (BPW)","https://himpuh.or.id/daftar-anggota/detail/416","Belum dihubungi",""
"577","PT. Seroja Era Wisata","Seroja Era Wisata","Tangerang","Jl. Beringin Raya Blok.42 No.75 Rt.005.008, Karawaci, Tangerang, Banten, -","+628128260877","eraseroja@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/420","Belum dihubungi",""
"578","PT. Asfoor Cipta Mandiri","Asfoor Tour & Travel","Bekasi","Bintang Metropol Blok A10,  No.4 Rt. 004/013, Bekasi Utara, Bekasi, Jawa Barat, -","+622188890897","asfoorciptamandiri@gmail.com","www.asfoor.id","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/426","Belum dihubungi",""
"579","PT. Qadr Jaya Mandiri","Qadr Jaya Mandiri","Jakarta","Jl. Inspeksi Saluran B 1A, Cakung, Jakarta Timur, DKI Jakarta, 13420","+622185914106","al_qadr@yahoo.com","-","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/427","Belum dihubungi",""
"580","PT. Lianti Tour & Travel","Lianti Tour & Travel","Jakarta","Gd. Hias Rias Cikini A.LOO.AKS.001, Jl. Cikini Raya No.90, Menteng, Jakarta Pusat, DKI Jakarta, -","+6281282481832","romelco03@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/428","Belum dihubungi",""
"581","PT. Tanur Muthmainnah Tour","Tanur Muthmainnah Tour","Jakarta","Golf Lake Residence, Rukan Venice B No.20, Jl. Kapuk Kamal Raya , Cengkareng, Jakarta Barat, DKI Jakarta","+622122301909","info@tanurmuthmainnah.com","www.tanurmuthmainnah.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/429","Belum dihubungi",""
"582","PT. Safari Baitullah Makmur","Safari Baitullah Tour","Jakarta","Jl.Rancho Indah No.1 RT01 RW02 Tanjung Barat, Jagakarsa, Jakarta Selatan, DKI Jakarta, 12530","+622125400984","safaribaitullahtour84@gmail.com","https://Www.safaribaitullahtour.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/430","Belum dihubungi",""
"583","PT. Rihlah Duta Amanah","RIDA Tour","Depok","Ruko Anggrek 1 Blok. D.CI No.30, Jl. Boulevard GDC, Sukmajaya, Depok, Jawa Barat, 16412","+622127613915","karina.rinrin@ridatour.co.id","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/432","Belum dihubungi",""
"584","PT. Balubaid Ikhwan","Balubaid Tour & Travel","Jakarta","Graha Balubaid, Jl. Otista III Dalam No. 111 Rt002/001, Jatinegara, Jakarta Timur, DKI Jakarta, 13340","+62218517615","balubaid_umrah@yahoo.com","","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/434","Belum dihubungi",""
"585","PT. Sultanah Nafisah Mandiri","Sultanah Tour and Travel","Jakarta","Gedung Pembina Graha, Jl. DI Panjaitan No.45, Jatinegara, Jakarta Timur, DKI Jakarta, 13350","+622185917755","sultanahtour@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/439","Belum dihubungi",""
"586","PT. Purba Margana Wisata","PM Tour & Travel","Tangerang","Sarua Makmur Blok.IV No.7, Ciputat, Ciputat, Tangerang Selatan, Banten, 15414","+622174639545","purbamarganagroup_travel@yahoo.com, purbamarganatravel@gmail.com","www.purbamarganawisata.com","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/442","Belum dihubungi",""
"587","PT. Ghifary Travel","Ghifary Tour and Travel","Jakarta","Jl Bendungan Jago raya No.8, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10650","+622142871460","admin@ghifarytravel.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/447","Belum dihubungi",""
"588","PT. Sahara Armina Internasional","Sahara Armina Internasional","Bogor","Ruko Graha Kartika Pratama Blok. E No.7, Bojonggede, Bogor, Jawa Barat, -","+622183711282","saharaarmina@gmail.com","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/448","Belum dihubungi",""
"589","PT. Mila Muris Mala Perkasa","Jaya Mas Tour & Travel","Bekasi","Jl. Swatantra IV No. 2 Rt.001/004, Jatiasih, Bekasi, Jawa Barat, 17423","+622182748147","jayamastours@gmail.com","https://www.jayamastours.com/","Penyelenggara Ibadah Haji Khusus (PIHK)","https://himpuh.or.id/daftar-anggota/detail/449","Belum dihubungi",""
"590","PT. Sinergi Sahara Wisata","Sinersa Tour","Jakarta","Jl. Pahlawan Revolusi Blok A No.14 Rt.001/005, Duren Sawit, Jakarta Timur, DKI Jakarta, 13430","+622128357258","sinersawisata@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/450","Belum dihubungi",""
"591","PT. Rahsen Wisata Insani","Rahsen Wisata","Jakarta","-, Cengkareng, Jakarta Barat, DKI Jakarta","+620 (Kantor)","rahsen@himpuh.or.id","","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/451","Belum dihubungi",""
"592","PT. Khalifah Inti Safara","Khalifah Inti Safara","Jakarta","Jl. Kalibata Selatan II No.2 Rt.002/004, Kalibata, Pancoran, Pancoran, Jakarta Selatan, DKI Jakarta, 12740","+6287815647277","khalifahintisafara@gmail.com, khalifah_tour@yahoo.com","www.khalifahintisafara.com","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/452","Belum dihubungi",""
"593","PT. Atta Tria Aqila","Atta Tria Aqila","Jakarta","Jl. Ciputat Raya No.4B Kel. Kebayoran Lama, Kebayoran Lama, Jakarta Selatan, DKI Jakarta, -","+6281220073298","triaaqilaatta@gmail.com","-","Penyelenggara Perjalanan Ibadah Umrah (PPIU)","https://himpuh.or.id/daftar-anggota/detail/460","Belum dihubungi",""
